areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05
Baychester,Bronx,neighborhood,2.000,2.000,2.000,5.000,2.000,2.000,2.000,1.000,4.000,1.000,3.000,2.000,3.000,3.000,3.000,2.000,2.000,,3.000,2.000,3.000,1.000,2.000,1.000,4.000,5.000,2.000,2.000,1.000,4.000,3.000,1.000,2.000,3.000,2.000,3.000,2.000,3.000,2.000,3.000,2.000,3.000,8.000,3.000,2.000,,4.000,2.000,3.000,1.000,6.000,7.000,3.000,2.000,4.000,5.000,2.000,3.000,4.000,2.000,2.000,1.000,2.000,1.000,2.000,4.000,1.000,4.000,3.000,4.000,3.000,3.000,2.000,2.000,4.000,2.000,4.000,5.000,3.000,,2.000,8.000,5.000,2.000,9.000,2.000,4.000,6.000,7.000,3.000,5.000,3.000,6.000,2.000,4.000,1.000,7.000,2.000,5.000,3.000,7.000,2.000,8.000,7.000,9.000,4.000,5.000,3.000,3.000,3.000,4.000,13.000,4.000,1.000,6.000,5.000,6.000,6.000,7.000,5.000,2.000,5.000,2.000,3.000,3.000,6.000,5.000,3.000,3.000,,8.000,4.000,,5.000,3.000,4.000,2.000
Bayside,Queens,neighborhood,13.000,15.000,22.000,23.000,17.000,34.000,26.000,19.000,25.000,20.000,16.000,27.000,10.000,19.000,24.000,16.000,17.000,22.000,21.000,29.000,15.000,19.000,22.000,13.000,13.000,16.000,18.000,21.000,30.000,16.000,13.000,17.000,20.000,27.000,25.000,37.000,20.000,17.000,15.000,25.000,23.000,31.000,34.000,33.000,27.000,31.000,28.000,26.000,17.000,17.000,22.000,15.000,18.000,23.000,31.000,28.000,30.000,22.000,22.000,32.000,22.000,14.000,17.000,18.000,24.000,34.000,24.000,29.000,26.000,26.000,18.000,22.000,19.000,11.000,21.000,27.000,24.000,20.000,25.000,37.000,35.000,22.000,16.000,22.000,26.000,27.000,23.000,22.000,20.000,28.000,22.000,24.000,21.000,29.000,20.000,21.000,29.000,15.000,11.000,28.000,21.000,20.000,23.000,31.000,23.000,21.000,16.000,26.000,14.000,12.000,20.000,12.000,17.000,28.000,22.000,22.000,25.000,23.000,20.000,29.000,19.000,20.000,24.000,7.000,9.000,17.000,12.000,16.000,11.000,22.000,30.000,43.000,28.000,21.000,19.000,28.000,15.000
Bedford Park,Bronx,neighborhood,1.000,1.000,,2.000,2.000,1.000,2.000,1.000,1.000,,,,,2.000,1.000,,3.000,,,1.000,1.000,,2.000,,1.000,,,2.000,1.000,2.000,1.000,1.000,2.000,2.000,,1.000,1.000,2.000,2.000,2.000,1.000,2.000,1.000,,,1.000,,3.000,1.000,2.000,3.000,1.000,1.000,,3.000,,,1.000,1.000,2.000,2.000,1.000,3.000,2.000,6.000,2.000,5.000,1.000,2.000,,2.000,3.000,1.000,2.000,1.000,1.000,3.000,1.000,2.000,3.000,2.000,,1.000,3.000,5.000,2.000,5.000,2.000,2.000,3.000,1.000,4.000,2.000,3.000,,4.000,3.000,,3.000,1.000,4.000,4.000,2.000,4.000,2.000,1.000,4.000,4.000,1.000,2.000,2.000,4.000,2.000,7.000,4.000,2.000,1.000,5.000,2.000,1.000,1.000,2.000,,2.000,,3.000,1.000,,3.000,2.000,,2.000,3.000,6.000,2.000,1.000,2.000
Bedford-Stuyvesant,Brooklyn,neighborhood,43.000,36.000,62.000,54.000,46.000,53.000,63.000,61.000,52.000,45.000,39.000,58.000,55.000,51.000,71.000,49.000,49.000,44.000,61.000,66.000,66.000,46.000,64.000,72.000,56.000,58.000,66.000,63.000,64.000,79.000,71.000,77.000,63.000,65.000,71.000,83.000,69.000,84.000,97.000,82.000,112.000,113.000,95.000,103.000,83.000,106.000,83.000,92.000,85.000,78.000,95.000,87.000,100.000,97.000,93.000,80.000,82.000,85.000,70.000,72.000,61.000,78.000,85.000,73.000,82.000,86.000,86.000,68.000,70.000,81.000,63.000,61.000,42.000,55.000,79.000,66.000,77.000,60.000,46.000,65.000,52.000,47.000,50.000,65.000,48.000,58.000,68.000,44.000,64.000,73.000,54.000,60.000,52.000,61.000,46.000,39.000,45.000,53.000,48.000,51.000,56.000,63.000,66.000,51.000,48.000,47.000,27.000,48.000,33.000,42.000,50.000,36.000,43.000,49.000,51.000,45.000,42.000,51.000,59.000,57.000,51.000,32.000,40.000,25.000,20.000,23.000,33.000,29.000,31.000,35.000,28.000,37.000,35.000,34.000,48.000,48.000,29.000
Bellerose,Queens,neighborhood,8.000,1.000,4.000,14.000,10.000,21.000,9.000,11.000,9.000,6.000,12.000,13.000,4.000,7.000,9.000,10.000,7.000,10.000,6.000,4.000,14.000,12.000,5.000,13.000,6.000,7.000,8.000,10.000,10.000,10.000,10.000,12.000,11.000,10.000,10.000,15.000,10.000,10.000,7.000,11.000,10.000,18.000,13.000,12.000,9.000,13.000,12.000,11.000,12.000,9.000,11.000,10.000,5.000,13.000,14.000,18.000,11.000,16.000,11.000,20.000,8.000,7.000,9.000,8.000,13.000,9.000,13.000,21.000,13.000,7.000,10.000,19.000,13.000,18.000,15.000,8.000,9.000,10.000,9.000,19.000,16.000,12.000,17.000,17.000,10.000,16.000,7.000,9.000,15.000,9.000,10.000,10.000,12.000,19.000,15.000,17.000,11.000,8.000,14.000,16.000,12.000,16.000,16.000,16.000,5.000,16.000,15.000,9.000,7.000,8.000,5.000,8.000,13.000,12.000,10.000,15.000,10.000,12.000,8.000,12.000,8.000,9.000,8.000,5.000,4.000,7.000,7.000,10.000,8.000,10.000,13.000,18.000,19.000,6.000,11.000,17.000,11.000
Belmont,Bronx,neighborhood,1.000,4.000,2.000,4.000,2.000,1.000,,2.000,2.000,2.000,1.000,2.000,2.000,2.000,1.000,1.000,2.000,1.000,5.000,1.000,4.000,2.000,,4.000,,,3.000,,1.000,2.000,2.000,2.000,3.000,,3.000,2.000,,3.000,4.000,3.000,1.000,1.000,2.000,1.000,,3.000,5.000,2.000,1.000,,4.000,6.000,2.000,4.000,2.000,3.000,5.000,1.000,6.000,3.000,1.000,5.000,3.000,4.000,4.000,1.000,4.000,3.000,7.000,6.000,3.000,1.000,2.000,2.000,4.000,8.000,3.000,3.000,3.000,5.000,1.000,2.000,1.000,2.000,8.000,2.000,4.000,2.000,2.000,5.000,3.000,5.000,4.000,4.000,1.000,4.000,,6.000,1.000,1.000,2.000,1.000,2.000,4.000,4.000,4.000,2.000,3.000,1.000,4.000,2.000,7.000,1.000,3.000,2.000,4.000,,4.000,3.000,1.000,,2.000,2.000,1.000,,,3.000,2.000,3.000,1.000,1.000,2.000,1.000,3.000,,1.000,
Bensonhurst,Brooklyn,neighborhood,16.000,14.000,22.000,26.000,15.000,25.000,20.000,20.000,18.000,12.000,26.000,14.000,17.000,21.000,16.000,18.000,7.000,19.000,13.000,16.000,20.000,15.000,22.000,15.000,18.000,28.000,27.000,19.000,14.000,19.000,17.000,20.000,18.000,22.000,16.000,27.000,18.000,8.000,18.000,20.000,27.000,26.000,21.000,25.000,20.000,40.000,22.000,29.000,25.000,19.000,15.000,21.000,29.000,18.000,19.000,16.000,23.000,29.000,19.000,27.000,16.000,24.000,22.000,14.000,15.000,13.000,22.000,25.000,14.000,20.000,15.000,12.000,22.000,16.000,24.000,18.000,23.000,21.000,15.000,31.000,36.000,25.000,21.000,19.000,27.000,14.000,11.000,19.000,20.000,27.000,16.000,17.000,16.000,14.000,14.000,20.000,23.000,9.000,20.000,18.000,14.000,21.000,16.000,14.000,18.000,12.000,14.000,15.000,18.000,17.000,10.000,26.000,11.000,17.000,10.000,17.000,18.000,16.000,17.000,19.000,21.000,15.000,17.000,6.000,7.000,9.000,8.000,6.000,9.000,12.000,22.000,26.000,17.000,18.000,24.000,21.000,10.000
Bergen Beach,Brooklyn,neighborhood,4.000,3.000,10.000,9.000,6.000,13.000,4.000,4.000,6.000,16.000,6.000,7.000,2.000,8.000,9.000,7.000,5.000,1.000,4.000,11.000,4.000,6.000,5.000,4.000,5.000,6.000,6.000,3.000,3.000,8.000,7.000,7.000,6.000,3.000,6.000,3.000,7.000,6.000,6.000,5.000,11.000,9.000,8.000,9.000,10.000,9.000,7.000,9.000,4.000,6.000,6.000,6.000,6.000,8.000,5.000,8.000,5.000,10.000,12.000,10.000,8.000,3.000,8.000,6.000,6.000,13.000,15.000,8.000,9.000,12.000,4.000,13.000,4.000,7.000,9.000,7.000,7.000,6.000,7.000,12.000,6.000,6.000,9.000,10.000,7.000,9.000,7.000,3.000,8.000,13.000,6.000,12.000,9.000,11.000,8.000,9.000,2.000,6.000,7.000,8.000,10.000,10.000,11.000,8.000,9.000,9.000,7.000,8.000,9.000,2.000,8.000,13.000,10.000,13.000,7.000,13.000,7.000,9.000,16.000,11.000,6.000,3.000,8.000,4.000,3.000,5.000,10.000,4.000,9.000,9.000,10.000,14.000,12.000,12.000,7.000,13.000,7.000
Boerum Hill,Brooklyn,neighborhood,2.000,1.000,1.000,6.000,2.000,5.000,3.000,3.000,,,4.000,1.000,3.000,1.000,1.000,2.000,6.000,5.000,2.000,5.000,1.000,2.000,,3.000,1.000,,2.000,3.000,4.000,2.000,2.000,4.000,7.000,2.000,6.000,6.000,1.000,1.000,4.000,3.000,,5.000,4.000,8.000,1.000,7.000,4.000,3.000,6.000,2.000,5.000,4.000,8.000,,1.000,4.000,4.000,3.000,3.000,2.000,4.000,4.000,4.000,3.000,2.000,1.000,6.000,4.000,6.000,2.000,2.000,3.000,6.000,2.000,2.000,4.000,3.000,5.000,3.000,3.000,8.000,2.000,7.000,2.000,3.000,9.000,3.000,4.000,2.000,2.000,4.000,4.000,1.000,2.000,2.000,3.000,2.000,3.000,2.000,3.000,2.000,2.000,5.000,3.000,1.000,1.000,4.000,,7.000,1.000,2.000,1.000,,4.000,2.000,1.000,1.000,2.000,2.000,4.000,2.000,2.000,1.000,1.000,1.000,3.000,,1.000,2.000,1.000,5.000,7.000,2.000,5.000,8.000,3.000,1.000
Borough Park,Brooklyn,neighborhood,23.000,28.000,34.000,22.000,19.000,28.000,19.000,20.000,17.000,29.000,18.000,27.000,27.000,20.000,26.000,22.000,24.000,26.000,24.000,15.000,35.000,18.000,16.000,19.000,20.000,26.000,22.000,18.000,28.000,31.000,22.000,27.000,20.000,13.000,21.000,34.000,23.000,16.000,30.000,23.000,26.000,28.000,33.000,29.000,17.000,33.000,28.000,38.000,27.000,20.000,29.000,25.000,18.000,26.000,33.000,27.000,25.000,21.000,15.000,38.000,24.000,32.000,43.000,20.000,24.000,29.000,22.000,27.000,28.000,31.000,20.000,28.000,31.000,20.000,29.000,23.000,30.000,24.000,30.000,20.000,26.000,22.000,17.000,40.000,27.000,28.000,31.000,23.000,27.000,23.000,22.000,29.000,29.000,18.000,24.000,29.000,15.000,16.000,24.000,21.000,16.000,28.000,24.000,21.000,15.000,24.000,27.000,20.000,20.000,20.000,25.000,26.000,15.000,19.000,21.000,22.000,29.000,17.000,19.000,24.000,29.000,20.000,16.000,7.000,15.000,16.000,17.000,8.000,30.000,19.000,22.000,27.000,25.000,18.000,28.000,28.000,21.000
Briarwood,Queens,neighborhood,5.000,,2.000,3.000,5.000,1.000,6.000,1.000,6.000,2.000,5.000,4.000,3.000,1.000,5.000,1.000,2.000,4.000,3.000,6.000,3.000,4.000,2.000,3.000,5.000,3.000,3.000,4.000,6.000,,6.000,3.000,2.000,5.000,5.000,3.000,3.000,,4.000,2.000,3.000,5.000,3.000,7.000,6.000,3.000,8.000,4.000,3.000,5.000,6.000,5.000,1.000,7.000,5.000,3.000,3.000,3.000,2.000,3.000,4.000,2.000,3.000,3.000,4.000,7.000,4.000,5.000,6.000,6.000,4.000,4.000,4.000,2.000,3.000,2.000,5.000,7.000,7.000,5.000,4.000,7.000,5.000,3.000,6.000,2.000,5.000,3.000,5.000,9.000,5.000,6.000,4.000,4.000,7.000,8.000,4.000,6.000,6.000,7.000,5.000,8.000,8.000,9.000,3.000,3.000,7.000,3.000,6.000,3.000,6.000,3.000,8.000,1.000,5.000,5.000,5.000,6.000,3.000,8.000,2.000,7.000,5.000,1.000,1.000,2.000,2.000,4.000,2.000,2.000,2.000,6.000,3.000,4.000,4.000,5.000,3.000
Brighton Beach,Brooklyn,neighborhood,1.000,6.000,,3.000,1.000,5.000,,6.000,2.000,2.000,3.000,1.000,2.000,2.000,2.000,2.000,3.000,3.000,4.000,5.000,4.000,3.000,4.000,5.000,2.000,5.000,1.000,4.000,2.000,1.000,5.000,,,1.000,,4.000,4.000,6.000,7.000,1.000,4.000,2.000,8.000,5.000,4.000,8.000,3.000,2.000,5.000,3.000,3.000,3.000,2.000,3.000,4.000,3.000,5.000,8.000,2.000,5.000,5.000,6.000,4.000,3.000,8.000,3.000,6.000,4.000,5.000,9.000,8.000,6.000,4.000,2.000,4.000,5.000,2.000,4.000,4.000,3.000,5.000,3.000,4.000,6.000,4.000,1.000,2.000,5.000,7.000,7.000,3.000,5.000,1.000,1.000,4.000,7.000,5.000,3.000,6.000,3.000,8.000,2.000,5.000,3.000,3.000,2.000,8.000,3.000,,6.000,4.000,2.000,2.000,3.000,3.000,2.000,6.000,3.000,1.000,3.000,2.000,3.000,1.000,2.000,1.000,2.000,1.000,,1.000,1.000,2.000,2.000,4.000,3.000,3.000,2.000,1.000
Bronx,Bronx,borough,122.000,142.000,157.000,129.000,132.000,233.000,140.000,144.000,161.000,109.000,113.000,137.000,132.000,110.000,158.000,118.000,139.000,145.000,149.000,146.000,137.000,149.000,125.000,170.000,119.000,137.000,139.000,116.000,162.000,159.000,154.000,138.000,141.000,131.000,145.000,183.000,133.000,144.000,163.000,169.000,156.000,166.000,195.000,182.000,171.000,210.000,191.000,197.000,133.000,157.000,184.000,168.000,180.000,194.000,224.000,201.000,196.000,228.000,193.000,244.000,164.000,183.000,216.000,195.000,192.000,227.000,237.000,249.000,220.000,240.000,224.000,273.000,174.000,186.000,259.000,234.000,223.000,265.000,235.000,251.000,263.000,247.000,238.000,269.000,211.000,226.000,279.000,248.000,241.000,292.000,223.000,275.000,262.000,299.000,265.000,274.000,260.000,242.000,282.000,216.000,272.000,261.000,292.000,282.000,262.000,269.000,262.000,280.000,220.000,241.000,252.000,235.000,261.000,217.000,247.000,242.000,242.000,245.000,245.000,239.000,270.000,201.000,197.000,111.000,102.000,161.000,171.000,132.000,166.000,187.000,195.000,239.000,197.000,188.000,236.000,207.000,149.000
