areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05
Seagate,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheepshead Bay,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296500.000,,,,,,,,,,,,,,,,435000.000,442500.000,,,,,,,,,,,,,537500.000,,,,,,,329550.000,202800.000,450000.000,525000.000,570000.000,565128.500,,,484463.000,436739.000,,,524750.000,860483.500,263640.000,644000.000,520000.000,,,447479.000,,393682.500,,,286455.000,,,,,372484.500,,,,,468000.000,,,,,,,,,509953.500,,532350.000,,,,,
Soho,Manhattan,neighborhood,,2269162.500,2243000.000,2118250.000,,2831250.000,1997500.000,,2650000.000,,,2700000.000,,,3315000.000,3733158.500,2097500.000,2148250.000,,,,,,,,2712500.000,,,1912500.000,,,,,,3490587.500,3300000.000,3448012.500,,2437500.000,3020000.000,2630000.000,3325000.000,,,,,,1778605.500,1705568.000,,,,,,3250000.000,,3150000.000,,,,,,,,,,,,,,,,,2726873.000,3894806.000,,,4950000.000,1894321.000,3955000.000,2880000.000,2497500.000,,2675000.000,4275000.000,,472742.500,,,2950000.000,,3212000.000,,,,,,,,,,,,2835000.000,,,,,,,,2405221.000,3075000.000,4750000.000,,,2607500.000,,,2567000.000,2544138.500,,2111850.000,,,,,,,2600000.000,1850000.000,,,,3040000.000,1725000.000,2203099.500
Soundview,Bronx,neighborhood,,,,,405250.000,385320.000,402835.000,,395460.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Brooklyn,Brooklyn,submarket,374874.500,400000.000,401239.000,400000.000,379000.000,405265.000,423500.000,400530.000,380000.000,410670.000,375055.000,339351.000,400000.000,380250.000,395730.000,380250.000,353415.000,415500.000,407800.000,415000.000,397488.000,415993.500,391500.000,385000.000,380250.000,400000.000,385320.000,474049.000,339000.000,387660.000,430950.000,405300.000,446160.000,395160.000,390000.000,385000.000,377208.000,395730.000,448000.000,370088.000,463290.000,427940.000,382785.000,394500.000,387695.000,400530.000,400300.000,342000.000,425880.000,456300.000,422000.000,409656.000,465000.000,456300.000,441052.000,470000.000,480000.000,437500.000,492395.000,445000.000,469500.000,404765.000,480000.000,460000.000,475000.000,450000.000,492000.000,454531.000,496860.000,504000.000,435000.000,456300.000,462000.000,554946.000,500000.000,535000.000,474776.000,522500.000,525000.000,556000.000,502500.000,499000.000,550000.000,505493.000,604500.000,645000.000,582500.000,560037.000,520000.000,585246.500,557982.000,608392.500,600000.000,610950.000,510000.000,570155.500,583500.000,569500.000,520000.000,574519.500,534706.000,627000.000,575000.000,520000.000,572500.000,529490.000,541327.000,530000.000,575000.000,550500.000,561546.000,560037.000,550000.000,577655.500,599500.000,530000.000,549500.000,570000.000,618000.000,615000.000,535000.000,580000.000,580000.000,681337.000,685000.000,693000.000,550000.000,566928.000,599000.000,580000.000,675000.000,515000.000,610000.000,592621.000,670000.000,670000.000,620000.000
South Jamaica,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Ozone Park,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Queens,Queens,submarket,,,,,,,,,271950.000,,,,,,187000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170300.000,,,,,,,,,,,,259516.000,,,,,,,,,263800.000,290000.000,,,,274500.000,,,,,,285000.000,,,,290000.000,,,,,,227500.000,,,,337000.000,,,298700.000,,,,300000.000,,,,,365000.000,,,,,,,,,371500.000,371000.000,279000.000,,,,,,,,,,,,,,,,,370000.000,,,,,
South Richmond Hill,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Springfield Gardens,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Albans,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Staten Island,Staten Island,borough,238200.000,242500.000,235000.000,226250.000,283500.000,275000.000,255000.000,242000.000,255000.000,217250.000,248000.000,269250.000,260000.000,227000.000,233000.000,253285.000,232000.000,268000.000,260000.000,209750.000,262500.000,224000.000,269390.000,232000.000,230000.000,246000.000,252500.000,199900.000,255000.000,238500.000,251000.000,270000.000,278400.000,233500.000,280000.000,250000.000,236000.000,258000.000,247500.000,255000.000,209000.000,269000.000,245000.000,249000.000,221250.000,265000.000,265000.000,245000.000,245000.000,231750.000,215000.000,225000.000,235250.000,220266.500,272000.000,233000.000,237000.000,268000.000,222500.000,239500.000,227033.000,325000.000,325000.000,300500.000,276000.000,284000.000,300000.000,315000.000,274000.000,281500.000,285000.000,275000.000,224270.000,252500.000,241000.000,280000.000,270000.000,272500.000,304000.000,280750.000,282500.000,312000.000,303500.000,296000.000,290000.000,282500.000,322000.000,309500.000,275000.000,301250.000,332450.000,316500.000,315500.000,325000.000,324000.000,329000.000,335000.000,314500.000,303621.000,316000.000,305549.500,350000.000,315000.000,340000.000,332500.000,344500.000,350000.000,340000.000,328500.000,317170.000,325000.000,356000.000,345000.000,328000.000,350000.000,335000.000,345000.000,350000.000,365547.000,341500.000,343750.000,312000.000,300000.000,400000.000,375000.000,363625.000,363550.000,387000.000,374000.000,355000.000,409000.000,395000.000,365000.000,366500.000,360000.000,355000.000,345000.000
Stuyvesant Town/PCV,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunnyside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunset Park,Brooklyn,neighborhood,,,286962.000,,340704.000,392925.000,,,,,,,,,,,,,291525.000,,278850.000,,302172.000,,,,253500.000,,334620.000,,,,,304135.000,,,,,,,,350000.000,,,,,312000.000,112540.500,,,,,,,354900.000,,,,,,,,,,334620.000,,,,,,,,,,,,,,,,,,,,,,344760.000,,,,,,,,,,,,,,436020.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Rockaways,Queens,submarket,365968.500,,319410.000,449864.000,,,,,,,364026.000,425000.000,,,,,412176.000,,403838.000,,,,,,,,,358472.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455387.000,410558.000,,,,
Throgs Neck,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tremont,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribeca,Manhattan,neighborhood,2720000.000,1687500.000,1529481.000,1705568.000,2647450.000,2320000.000,1781937.000,2412500.000,2038432.000,2572812.500,2000000.000,1952337.500,2341975.000,2103696.500,2341975.000,1981750.000,2550000.000,1875000.000,2371403.000,2375000.000,2256000.000,3162500.000,2161235.000,2800187.000,,1992337.500,2579000.000,2612500.000,2950000.000,2800000.000,2685000.000,1470000.000,1960550.000,2212500.000,1900000.000,2863750.000,2006000.000,2367431.000,2784913.000,2828189.000,2754366.000,2900093.500,2825000.000,3590000.000,2065000.000,3000000.000,2960000.000,2621993.000,2250000.000,3436594.000,2036500.000,2062702.500,2185245.500,2900005.000,2812500.000,2750000.000,3000000.000,2775000.000,2779822.000,2520000.000,4425000.000,2647812.500,3650000.000,3395000.000,3500000.000,2837500.000,4375000.000,2400000.000,3900000.000,2925000.000,3800000.000,4280524.000,2772000.000,5550000.000,2842699.000,5242079.000,4038386.500,4566033.500,4565458.500,4400000.000,4493530.000,4429387.000,4226845.000,4085000.000,4300000.000,5491321.000,4375000.000,5002441.500,5323722.500,5150000.000,4115000.000,4750000.000,3360000.000,3800000.000,4582125.000,3130000.000,2995000.000,4050000.000,5450000.000,3850000.000,4075000.000,5903203.000,3000000.000,3818437.000,4160587.500,4700000.000,6621679.000,6275000.000,5350000.000,5150000.000,4987367.500,3550000.000,4129515.500,5350000.000,2726250.000,1777000.000,2397850.500,2576343.000,2910389.500,1649291.500,3105000.000,3038424.000,3223779.000,3875000.000,3925000.000,3375000.000,1732659.000,,3951118.000,,3050000.000,3862750.000,2643900.000,3825000.000,3500000.000,3225000.000,4293575.000
University Heights,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upper East Side,Manhattan,neighborhood,1203292.000,1007500.000,1325000.000,1380000.000,1715284.000,1302614.500,1290631.500,1275000.000,982500.000,852500.000,1205000.000,1240000.000,1526415.500,895000.000,1650000.000,1450000.000,1080000.000,1175000.000,1235000.000,1045000.000,1160000.000,940000.000,1030451.500,802500.000,972750.000,1400000.000,1379728.000,1500900.000,1017500.000,1240000.000,1280000.000,1378739.000,1205000.000,1151250.000,885500.000,1030000.000,1125000.000,1005000.000,1312522.000,1120000.000,1472500.000,1527375.000,1286406.000,1225000.000,1600000.000,1270000.000,2740069.500,2632812.500,1912000.000,1858306.000,1601875.000,2100000.000,1853136.500,1260000.000,1797500.000,1282500.000,1472500.000,1497000.000,1662500.000,1591000.000,1575000.000,1497500.000,1618250.000,1705000.000,1700000.000,1560000.000,1258443.000,1255475.000,1800000.000,2180000.000,1298490.500,1318633.000,1322500.000,1897500.000,1296524.000,1395000.000,1500000.000,1639600.000,1602581.500,1536250.000,1322500.000,2220000.000,1635000.000,1215000.000,1323725.000,1295000.000,1700000.000,1660883.500,1699068.000,1800000.000,1670000.000,1770584.000,1670000.000,1625000.000,1350000.000,1750000.000,1575000.000,1430000.000,2000000.000,2188495.500,1675000.000,1425000.000,1560000.000,1543000.000,1685000.000,1887500.000,1704843.500,1582500.000,1325000.000,1599000.000,1682329.000,1450000.000,1460000.000,2350000.000,1475000.000,1290000.000,1200000.000,1099500.000,1695000.000,1200000.000,1261404.000,1425000.000,1475000.000,1500000.000,1652500.000,1157000.000,1525000.000,1410000.000,1106000.000,1525000.000,1537500.000,1250000.000,947500.000,2060000.000,1432500.000,1672500.000,1525000.000
Upper West Side,Manhattan,neighborhood,1085000.000,1059275.500,869500.000,1067290.500,1045000.000,999000.000,999750.000,1407730.500,1274500.000,1193000.000,1252884.000,1145500.000,1037000.000,1212500.000,990000.000,935000.000,1121250.000,1200000.000,1125000.000,1412500.000,1375000.000,1425000.000,1337500.000,1250000.000,1651500.000,1856250.000,1502500.000,1800000.000,1192500.000,1369000.000,1357500.000,1256321.000,1225000.000,1137500.000,1382500.000,1100000.000,1745900.000,1328500.000,1035000.000,1327500.000,1187500.000,1157500.000,1300500.000,1386125.000,1230000.000,1150000.000,1375000.000,1362318.500,1504625.500,1280000.000,1450000.000,1525000.000,1342500.000,1325000.000,1125000.000,1463231.000,1520000.000,1200000.000,1372500.000,1140000.000,1375000.000,1537500.000,1600000.000,1230000.000,1250000.000,1675000.000,1355000.000,1350000.000,1887762.000,1814968.500,2038500.000,1705512.500,1641246.000,1500000.000,1531383.000,1310000.000,1400000.000,1300000.000,1720000.000,1840000.000,1092500.000,1538652.000,1762500.000,2572500.000,1472500.000,1688000.000,1350000.000,1291250.000,1418750.000,1580000.000,1777500.000,1399894.000,2151351.000,1679000.000,2227147.500,1942465.000,1627358.000,1465000.000,1455577.500,2450000.000,1715000.000,1060000.000,1599000.000,1540000.000,1437500.000,1312500.000,1325000.000,1412500.000,2012500.000,1250000.000,1675000.000,2150000.000,1794250.000,1582500.000,999000.000,1460000.000,1450000.000,1180000.000,1125000.000,1990000.000,1660000.000,1962500.000,2087000.000,3125000.000,1692500.000,2125000.000,2075194.000,2030700.000,1740665.000,1840000.000,1388400.000,1822500.000,1450000.000,1050000.000,1141300.000,1325000.000,1442500.000
Utopia,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Nest,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wakefield,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington Heights,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423852.000,463080.000,,499902.000,,,,,,,631315.000,,,,,,429936.000,,,,,,395000.000,,,,,,,545000.000,,,,,,,,,,,,,,,,,,,,,,,,,318976.000,,,826281.500,,,,,,,,,,,,,,,,,,,,,,,400000.000,
West Harlem,Manhattan,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130000.000,,,,,,,340000.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185539.000,,,,,,,,,,,,,,,,,,,,,,,
West Village,Manhattan,neighborhood,1909000.000,2507440.500,2341975.000,1979895.000,1842061.500,,2800000.000,,2053250.000,,1199175.000,1687500.000,,,1180000.000,2040827.500,2808120.000,2157500.000,,1851000.000,,,,,,,1600000.000,,,,1825000.000,,1085000.000,,1285000.000,1538500.000,,,,1647500.000,2730000.000,1750000.000,2100000.000,2340000.000,1815968.500,1387500.000,1760000.000,2673004.000,1740459.500,3025000.000,,1785000.000,1692840.000,2342476.500,2037500.000,,2800000.000,1260000.000,,1492500.000,,,,,,,4087500.000,3225000.000,4605878.000,4200000.000,4294436.000,5153765.500,5430174.000,,2600000.000,2075000.000,,3997500.000,2705000.000,2349181.000,1937500.000,,,4295000.000,,6873187.000,2700000.000,1487500.000,1325000.000,1595000.000,,,1905000.000,1570000.000,1698788.000,2950000.000,4850000.000,,3312500.000,2640000.000,4645225.000,2865587.500,4227768.500,6400000.000,,,,,,,1203387.500,,5300000.000,4918800.000,,,,,,3335000.000,3768525.000,,,,,,,,,,,3500000.000,,1976000.000,3399500.000,2442500.000,4625000.000
Westchester Village,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whitestone,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsbridge,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Williamsburg,Brooklyn,neighborhood,544763.000,489500.000,510602.500,499900.000,550000.000,485000.000,510000.000,534581.000,496600.000,480646.000,496860.000,559973.000,570220.000,501930.000,514732.500,505000.000,527199.000,515500.000,587155.500,511511.000,550000.000,529490.000,529490.000,499000.000,509000.000,546973.000,595676.000,574802.000,584856.000,640000.000,640000.000,669499.000,696150.000,700000.000,525000.000,669250.000,500965.000,630000.000,667500.000,667500.000,645248.500,609931.000,661862.000,690000.000,820000.000,735000.000,755000.000,860000.000,734070.000,600000.000,750000.000,992000.000,705000.000,780000.000,845000.000,994500.000,795000.000,975000.000,857500.000,887500.000,875000.000,735000.000,800000.000,977703.000,996951.500,643157.500,765000.000,812500.000,690195.500,880000.000,842250.000,840056.000,820000.000,823363.500,650000.000,802770.500,976000.000,860000.000,832373.000,950000.000,845000.000,975000.000,1210000.000,1013158.000,1180000.000,1020000.000,993750.000,1046761.500,723978.500,931871.500,939000.000,890000.000,997885.000,840000.000,995101.000,932728.500,999000.000,1180000.000,937500.000,902231.000,916425.000,958668.000,842500.000,903244.000,1122500.000,870000.000,950000.000,950000.000,965000.000,1129000.000,1100000.000,978263.000,1020625.000,958253.000,951622.000,1270547.500,957500.000,987936.500,948440.500,1147500.000,940000.000,836625.000,1165000.000,800000.000,985750.000,1176500.000,1060000.000,930000.000,975000.000,970000.000,1062500.000,890968.000,990000.000,915799.000,916425.000,990000.000,1245000.000
Windsor Terrace,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodhaven,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodlawn,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodside,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371500.000,,342380.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woodstock,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
